"","year","state","CVE_GEO","age_group","ferty_rate","births"
"16025",2039,"13",13,"20-24",106.35,14005
"16026",2039,"13",13,"25-29",92.95,12254
"16027",2039,"13",13,"30-34",63.12,8344
"16028",2039,"13",13,"35-39",28.69,3730
"16029",2039,"13",13,"40-44",8.47,1081
"16030",2039,"13",13,"45-49",1.01,128
"16031",2039,"14",14,"15-19",51.62,17187
"16032",2039,"14",14,"20-24",89.59,31186
"16033",2039,"14",14,"25-29",84.44,29759
"16034",2039,"14",14,"30-34",65.45,22946
"16035",2039,"14",14,"35-39",33.66,11614
"16036",2039,"14",14,"40-44",9.8,3318
"16037",2039,"14",14,"45-49",1.01,337
"16038",2039,"15",15,"15-19",53.32,34970
"16039",2039,"15",15,"20-24",100.25,68276
"16040",2039,"15",15,"25-29",80.55,55561
"16041",2039,"15",15,"30-34",53.29,37626
"16042",2039,"15",15,"35-39",27.71,19797
"16043",2039,"15",15,"40-44",7.86,5625
"16044",2039,"15",15,"45-49",0.71,505
"16045",2039,"16",16,"15-19",67.69,13605
"16046",2039,"16",16,"20-24",106.58,21358
"16047",2039,"16",16,"25-29",102.37,20072
"16048",2039,"16",16,"30-34",75.49,14144
"16049",2039,"16",16,"35-39",39.35,7098
"16050",2039,"16",16,"40-44",12.91,2296
"16051",2039,"16",16,"45-49",1.67,294
"16052",2039,"17",17,"15-19",62.65,5135
"16053",2039,"17",17,"20-24",108.81,9061
"16054",2039,"17",17,"25-29",88.49,7188
"16055",2039,"17",17,"30-34",62.28,5049
"16056",2039,"17",17,"35-39",35.28,2891
"16057",2039,"17",17,"40-44",7.44,616
"16058",2039,"17",17,"45-49",0.23,19
"16059",2039,"18",18,"15-19",66.1,3747
"16060",2039,"18",18,"20-24",115.27,6774
"16061",2039,"18",18,"25-29",86.04,5078
"16062",2039,"18",18,"30-34",57.02,3221
"16063",2039,"18",18,"35-39",27.78,1510
"16064",2039,"18",18,"40-44",10.92,583
"16065",2039,"18",18,"45-49",1.62,85
"16066",2039,"19",19,"15-19",55.6,12833
"16067",2039,"19",19,"20-24",93.86,22524
"16068",2039,"19",19,"25-29",90.98,22354
"16069",2039,"19",19,"30-34",73.9,18194
"16070",2039,"19",19,"35-39",38.02,9293
"16071",2039,"19",19,"40-44",8.2,1953
"16072",2039,"19",19,"45-49",0.38,86
"16073",2039,"20",20,"15-19",60.29,9899
"16074",2039,"20",20,"20-24",105.11,17203
"16075",2039,"20",20,"25-29",98.26,16281
"16076",2039,"20",20,"30-34",65.14,10749
"16077",2039,"20",20,"35-39",30.63,4911
"16078",2039,"20",20,"40-44",8.48,1323
"16079",2039,"20",20,"45-49",0.81,124
"16080",2039,"21",21,"15-19",64.65,17844
"16081",2039,"21",21,"20-24",103.5,29100
"16082",2039,"21",21,"25-29",89.98,25344
"16083",2039,"21",21,"30-34",63.59,17778
"16084",2039,"21",21,"35-39",28.93,7947
"16085",2039,"21",21,"40-44",8.28,2217
"16086",2039,"21",21,"45-49",0.97,251
"16087",2039,"22",22,"15-19",51.55,5199
"16088",2039,"22",22,"20-24",94.69,9846
"16089",2039,"22",22,"25-29",90.62,9454
"16090",2039,"22",22,"30-34",67.71,7130
"16091",2039,"22",22,"35-39",34.21,3635
"16092",2039,"22",22,"40-44",9.7,1036
"16093",2039,"22",22,"45-49",0.95,101
"16094",2039,"23",23,"15-19",54.71,4439
"16095",2039,"23",23,"20-24",99.33,8648
"16096",2039,"23",23,"25-29",84.14,7481
"16097",2039,"23",23,"30-34",57.87,5138
"16098",2039,"23",23,"35-39",29.34,2570
"16099",2039,"23",23,"40-44",7.03,604
"16100",2039,"23",23,"45-49",0.43,36
"16101",2039,"33",0,"15-19",59.28,299600
"16102",2039,"33",0,"20-24",101.31,524468
"16103",2039,"33",0,"25-29",89.71,467399
"16104",2039,"33",0,"30-34",64.62,336350
"16105",2039,"33",0,"35-39",32.79,169322
"16106",2039,"33",0,"40-44",9.02,46127
"16107",2039,"33",0,"45-49",0.88,4450
"16108",2039,"24",24,"15-19",59.3,6696
"16109",2039,"24",24,"20-24",110.83,12481
"16110",2039,"24",24,"25-29",83.81,9317
"16111",2039,"24",24,"30-34",57.49,6538
"16112",2039,"24",24,"35-39",34.08,3893
"16113",2039,"24",24,"40-44",5.84,655
"16114",2039,"24",24,"45-49",0.1,11
"16115",2039,"25",25,"15-19",58.9,7013
"16116",2039,"25",25,"20-24",91.19,11029
"16117",2039,"25",25,"25-29",89.33,10900
"16118",2039,"25",25,"30-34",72.15,8884
"16119",2039,"25",25,"35-39",34.98,4323
"16120",2039,"25",25,"40-44",7.97,977
"16121",2039,"25",25,"45-49",0.45,54
"16122",2039,"26",26,"15-19",53.23,6574
"16123",2039,"26",26,"20-24",92.64,11774
"16124",2039,"26",26,"25-29",94.32,12446
"16125",2039,"26",26,"30-34",70.46,9397
"16126",2039,"26",26,"35-39",35.41,4699
"16127",2039,"26",26,"40-44",9.86,1286
"16128",2039,"26",26,"45-49",1.01,127
"16129",2039,"27",27,"15-19",67.16,7215
"16130",2039,"27",27,"20-24",111.37,12135
"16131",2039,"27",27,"25-29",99.59,10815
"16132",2039,"27",27,"30-34",67.94,7203
"16133",2039,"27",27,"35-39",32.34,3367
"16134",2039,"27",27,"40-44",10.7,1115
"16135",2039,"27",27,"45-49",1.56,164
"16136",2039,"28",28,"15-19",61.64,8853
"16137",2039,"28",28,"20-24",117.72,17113
"16138",2039,"28",28,"25-29",101.78,14877
"16139",2039,"28",28,"30-34",76.21,10959
"16140",2039,"28",28,"35-39",36.5,5067
"16141",2039,"28",28,"40-44",4.62,618
"16142",2039,"28",28,"45-49",0.04,5
"16143",2039,"29",29,"15-19",59.22,3415
"16144",2039,"29",29,"20-24",103.72,6094
"16145",2039,"29",29,"25-29",92.07,5388
"16146",2039,"29",29,"30-34",60.29,3558
"16147",2039,"29",29,"35-39",31.23,1836
"16148",2039,"29",29,"40-44",8.48,491
"16149",2039,"29",29,"45-49",0.67,38
"16150",2039,"30",30,"15-19",64.08,20089
"16151",2039,"30",30,"20-24",101.34,32147
"16152",2039,"30",30,"25-29",92.98,29098
"16153",2039,"30",30,"30-34",61.74,19239
"16154",2039,"30",30,"35-39",27.2,8504
"16155",2039,"30",30,"40-44",8.02,2537
"16156",2039,"30",30,"45-49",0.86,275
"16157",2039,"31",31,"15-19",54.16,4828
"16158",2039,"31",31,"20-24",91.04,8407
"16159",2039,"31",31,"25-29",82.75,7747
"16160",2039,"31",31,"30-34",63.89,6084
"16161",2039,"31",31,"35-39",28.64,2785
"16162",2039,"31",31,"40-44",9.38,924
"16163",2039,"31",31,"45-49",1.52,149
"16164",2039,"32",32,"15-19",63.36,4427
"16165",2039,"32",32,"20-24",101.91,7162
"16166",2039,"32",32,"25-29",101.09,6982
"16167",2039,"32",32,"30-34",77.92,5126
"16168",2039,"32",32,"35-39",40.87,2548
"16169",2039,"32",32,"40-44",10.9,657
"16170",2039,"32",32,"45-49",0.89,53
"16171",2040,"01",1,"15-19",60.27,3647
"16172",2040,"01",1,"20-24",93.33,5802
"16173",2040,"01",1,"25-29",79.95,5114
"16174",2040,"01",1,"30-34",56.32,3658
"16175",2040,"01",1,"35-39",34.02,2213
"16176",2040,"01",1,"40-44",6.97,441
"16177",2040,"01",1,"45-49",0.18,11
"16178",2040,"02",2,"15-19",52.01,7861
"16179",2040,"02",2,"20-24",91.55,14599
"16180",2040,"02",2,"25-29",82.46,13660
"16181",2040,"02",2,"30-34",60.08,10041
"16182",2040,"02",2,"35-39",25.95,4345
"16183",2040,"02",2,"40-44",6.88,1137
"16184",2040,"02",2,"45-49",0.74,120
"16185",2040,"03",3,"15-19",61.71,2292
"16186",2040,"03",3,"20-24",119.62,4556
"16187",2040,"03",3,"25-29",91.82,3540
"16188",2040,"03",3,"30-34",70.58,2702
"16189",2040,"03",3,"35-39",38.15,1450
"16190",2040,"03",3,"40-44",4.46,165
"16191",2040,"03",3,"45-49",0,0
"16192",2040,"04",4,"15-19",69.52,3167
"16193",2040,"04",4,"20-24",105.57,4966
"16194",2040,"04",4,"25-29",97.88,4694
"16195",2040,"04",4,"30-34",61.52,2882
"16196",2040,"04",4,"35-39",32.24,1494
"16197",2040,"04",4,"40-44",7.49,345
"16198",2040,"04",4,"45-49",0.35,16
"16199",2040,"07",7,"15-19",73.49,21821
"16200",2040,"07",7,"20-24",129.55,37249
"16201",2040,"07",7,"25-29",116.15,32455
"16202",2040,"07",7,"30-34",83.71,22000
"16203",2040,"07",7,"35-39",47.83,11862
"16204",2040,"07",7,"40-44",16.4,3883
"16205",2040,"07",7,"45-49",2.1,481
"16206",2040,"08",8,"15-19",60.33,8844
"16207",2040,"08",8,"20-24",100.54,15178
"16208",2040,"08",8,"25-29",84.46,13165
"16209",2040,"08",8,"30-34",56.68,8935
"16210",2040,"08",8,"35-39",25.38,3959
"16211",2040,"08",8,"40-44",7.35,1108
"16212",2040,"08",8,"45-49",0.79,115
"16213",2040,"09",9,"15-19",44.53,9320
"16214",2040,"09",9,"20-24",74.75,17207
"16215",2040,"09",9,"25-29",61.75,15623
"16216",2040,"09",9,"30-34",51.69,14270
"16217",2040,"09",9,"35-39",33.91,9922
"16218",2040,"09",9,"40-44",8.44,2588
"16219",2040,"09",9,"45-49",0.42,137
"16220",2040,"05",5,"15-19",82.73,12125
"16221",2040,"05",5,"20-24",124.7,18252
"16222",2040,"05",5,"25-29",103.82,14433
"16223",2040,"05",5,"30-34",73.69,9908
"16224",2040,"05",5,"35-39",32.21,4274
"16225",2040,"05",5,"40-44",8.18,1059
"16226",2040,"05",5,"45-49",0.79,99
"16227",2040,"06",6,"15-19",59.13,2002
"16228",2040,"06",6,"20-24",105.4,3696
"16229",2040,"06",6,"25-29",89.87,3130
"16230",2040,"06",6,"30-34",69.93,2388
"16231",2040,"06",6,"35-39",33.38,1134
"16232",2040,"06",6,"40-44",10.14,344
"16233",2040,"06",6,"45-49",1.27,43
"16234",2040,"10",10,"15-19",52.51,3940
"16235",2040,"10",10,"20-24",99.49,7622
"16236",2040,"10",10,"25-29",86.71,7006
"16237",2040,"10",10,"30-34",64.3,5068
"16238",2040,"10",10,"35-39",37.13,2814
"16239",2040,"10",10,"40-44",11.86,868
"16240",2040,"10",10,"45-49",1.38,98
"16241",2040,"11",11,"15-19",55.8,14070
"16242",2040,"11",11,"20-24",91.75,23753
"16243",2040,"11",11,"25-29",89.71,22963
"16244",2040,"11",11,"30-34",68.8,17259
"16245",2040,"11",11,"35-39",34.87,8656
"16246",2040,"11",11,"40-44",10.46,2569
"16247",2040,"11",11,"45-49",1.16,283
"16248",2040,"12",12,"15-19",55.92,7758
"16249",2040,"12",12,"20-24",95.64,13331
"16250",2040,"12",12,"25-29",87.85,12356
"16251",2040,"12",12,"30-34",66.79,9232
"16252",2040,"12",12,"35-39",36.48,4950
"16253",2040,"12",12,"40-44",12.18,1615
"16254",2040,"12",12,"45-49",1.58,204
"16255",2040,"13",13,"15-19",58.65,7593
"16256",2040,"13",13,"20-24",105.9,13898
"16257",2040,"13",13,"25-29",92.5,12168
"16258",2040,"13",13,"30-34",62.83,8311
"16259",2040,"13",13,"35-39",28.54,3735
"16260",2040,"13",13,"40-44",8.45,1080
"16261",2040,"13",13,"45-49",1.01,128
"16262",2040,"14",14,"15-19",50.99,16791
"16263",2040,"14",14,"20-24",88.52,30509
"16264",2040,"14",14,"25-29",83.41,29323
"16265",2040,"14",14,"30-34",64.65,22635
"16266",2040,"14",14,"35-39",33.27,11507
"16267",2040,"14",14,"40-44",9.69,3282
"16268",2040,"14",14,"45-49",1,335
"16269",2040,"15",15,"15-19",53.09,34448
"16270",2040,"15",15,"20-24",99.8,67579
"16271",2040,"15",15,"25-29",80.17,54986
"16272",2040,"15",15,"30-34",53.04,37199
"16273",2040,"15",15,"35-39",27.58,19668
"16274",2040,"15",15,"40-44",7.83,5588
"16275",2040,"15",15,"45-49",0.7,502
"16276",2040,"16",16,"15-19",67.68,13508
"16277",2040,"16",16,"20-24",106.57,21147
"16278",2040,"16",16,"25-29",102.36,20098
"16279",2040,"16",16,"30-34",75.5,14167
"16280",2040,"16",16,"35-39",39.37,7113
"16281",2040,"16",16,"40-44",12.95,2289
"16282",2040,"16",16,"45-49",1.66,293
"16283",2040,"17",17,"15-19",62.61,5096
"16284",2040,"17",17,"20-24",108.71,9040
"16285",2040,"17",17,"25-29",88.4,7188
"16286",2040,"17",17,"30-34",62.21,5025
"16287",2040,"17",17,"35-39",35.26,2883
"16288",2040,"17",17,"40-44",7.46,615
"16289",2040,"17",17,"45-49",0.24,20
"16290",2040,"18",18,"15-19",65.33,3681
"16291",2040,"18",18,"20-24",114.05,6629
"16292",2040,"18",18,"25-29",85.06,5055
"16293",2040,"18",18,"30-34",56.36,3213
"16294",2040,"18",18,"35-39",27.5,1508
"16295",2040,"18",18,"40-44",10.8,578
"16296",2040,"18",18,"45-49",1.61,85
"16297",2040,"19",19,"15-19",55.42,12769
"16298",2040,"19",19,"20-24",93.59,22359
"16299",2040,"19",19,"25-29",90.7,22298
"16300",2040,"19",19,"30-34",73.68,18128
"16301",2040,"19",19,"35-39",37.9,9296
"16302",2040,"19",19,"40-44",8.19,1961
"16303",2040,"19",19,"45-49",0.38,87
"16304",2040,"20",20,"15-19",60.01,9774
"16305",2040,"20",20,"20-24",104.61,16964
"16306",2040,"20",20,"25-29",97.76,16056
"16307",2040,"20",20,"30-34",64.8,10663
"16308",2040,"20",20,"35-39",30.47,4902
"16309",2040,"20",20,"40-44",8.44,1315
"16310",2040,"20",20,"45-49",0.8,123
"16311",2040,"21",21,"15-19",64.24,17597
"16312",2040,"21",21,"20-24",102.86,28692
"16313",2040,"21",21,"25-29",89.39,25094
"16314",2040,"21",21,"30-34",63.18,17615
"16315",2040,"21",21,"35-39",28.75,7917
"16316",2040,"21",21,"40-44",8.25,2210
"16317",2040,"21",21,"45-49",0.96,251
"16318",2040,"22",22,"15-19",51.38,5160
"16319",2040,"22",22,"20-24",94.38,9801
"16320",2040,"22",22,"25-29",90.28,9453
"16321",2040,"22",22,"30-34",67.48,7103
"16322",2040,"22",22,"35-39",34.09,3628
"16323",2040,"22",22,"40-44",9.69,1034
"16324",2040,"22",22,"45-49",0.97,103
"16325",2040,"23",23,"15-19",54.34,4394
"16326",2040,"23",23,"20-24",98.61,8573
"16327",2040,"23",23,"25-29",83.52,7486
"16328",2040,"23",23,"30-34",57.44,5116
"16329",2040,"23",23,"35-39",29.13,2565
"16330",2040,"23",23,"40-44",7,603
"16331",2040,"23",23,"45-49",0.43,36
"16332",2040,"33",0,"15-19",59.02,296014
"16333",2040,"33",0,"20-24",100.87,518535
"16334",2040,"33",0,"25-29",89.32,464268
"16335",2040,"33",0,"30-34",64.34,334056
"16336",2040,"33",0,"35-39",32.65,168723
"16337",2040,"33",0,"40-44",8.99,45890
"16338",2040,"33",0,"45-49",0.88,4441
"16339",2040,"24",24,"15-19",58.9,6591
"16340",2040,"24",24,"20-24",110.06,12375
"16341",2040,"24",24,"25-29",83.16,9173
"16342",2040,"24",24,"30-34",57.02,6433
"16343",2040,"24",24,"35-39",33.8,3859
"16344",2040,"24",24,"40-44",5.79,650
"16345",2040,"24",24,"45-49",0.1,11
"16346",2040,"25",25,"15-19",58.63,6934
"16347",2040,"25",25,"20-24",90.79,10894
"16348",2040,"25",25,"25-29",88.92,10790
"16349",2040,"25",25,"30-34",71.81,8790
"16350",2040,"25",25,"35-39",34.81,4300
"16351",2040,"25",25,"40-44",7.93,972
"16352",2040,"25",25,"45-49",0.45,54
"16353",2040,"26",26,"15-19",52.84,6507
"16354",2040,"26",26,"20-24",91.95,11580
"16355",2040,"26",26,"25-29",93.6,12328
"16356",2040,"26",26,"30-34",69.95,9321
"16357",2040,"26",26,"35-39",35.15,4682
"16358",2040,"26",26,"40-44",9.79,1280
"16359",2040,"26",26,"45-49",1,128
"16360",2040,"27",27,"15-19",67.28,7189
"16361",2040,"27",27,"20-24",111.63,12080
"16362",2040,"27",27,"25-29",99.78,10868
"16363",2040,"27",27,"30-34",68.09,7241
"16364",2040,"27",27,"35-39",32.42,3384
"16365",2040,"27",27,"40-44",10.75,1115
"16366",2040,"27",27,"45-49",1.54,162
"16367",2040,"28",28,"15-19",61.57,8809
"16368",2040,"28",28,"20-24",117.64,16994
"16369",2040,"28",28,"25-29",101.65,14804
"16370",2040,"28",28,"30-34",76.14,10950
"16371",2040,"28",28,"35-39",36.47,5093
"16372",2040,"28",28,"40-44",4.61,618
"16373",2040,"28",28,"45-49",0.04,5
"16374",2040,"29",29,"15-19",58.92,3374
"16375",2040,"29",29,"20-24",103.24,6047
"16376",2040,"29",29,"25-29",91.62,5348
"16377",2040,"29",29,"30-34",60.04,3533
"16378",2040,"29",29,"35-39",31.1,1833
"16379",2040,"29",29,"40-44",8.46,490
"16380",2040,"29",29,"45-49",0.68,39
"16381",2040,"30",30,"15-19",63.9,19792
"16382",2040,"30",30,"20-24",101.09,31756
"16383",2040,"30",30,"25-29",92.72,28940
"16384",2040,"30",30,"30-34",61.58,19100
"16385",2040,"30",30,"35-39",27.14,8454
"16386",2040,"30",30,"40-44",8,2513
"16387",2040,"30",30,"45-49",0.85,271
"16388",2040,"31",31,"15-19",54.06,4790
"16389",2040,"31",31,"20-24",90.86,8358
"16390",2040,"31",31,"25-29",82.56,7725
"16391",2040,"31",31,"30-34",63.75,6053
"16392",2040,"31",31,"35-39",28.55,2773
"16393",2040,"31",31,"40-44",9.37,921
"16394",2040,"31",31,"45-49",1.51,149
"16395",2040,"32",32,"15-19",63.02,4370
"16396",2040,"32",32,"20-24",101.3,7049
"16397",2040,"32",32,"25-29",100.48,6948
"16398",2040,"32",32,"30-34",77.46,5117
"16399",2040,"32",32,"35-39",40.65,2550
"16400",2040,"32",32,"40-44",10.86,654
"16401",2040,"32",32,"45-49",0.88,52
"16402",2041,"01",1,"15-19",60.24,3622
"16403",2041,"01",1,"20-24",93.34,5766
"16404",2041,"01",1,"25-29",79.87,5080
"16405",2041,"01",1,"30-34",56.26,3642
"16406",2041,"01",1,"35-39",34.01,2217
"16407",2041,"01",1,"40-44",6.98,444
"16408",2041,"01",1,"45-49",0.18,11
"16409",2041,"02",2,"15-19",51.85,7791
"16410",2041,"02",2,"20-24",91.27,14473
"16411",2041,"02",2,"25-29",82.19,13624
"16412",2041,"02",2,"30-34",59.86,10008
"16413",2041,"02",2,"35-39",25.87,4341
"16414",2041,"02",2,"40-44",6.88,1139
"16415",2041,"02",2,"45-49",0.74,121
"16416",2041,"03",3,"15-19",61.27,2275
"16417",2041,"03",3,"20-24",118.74,4519
"16418",2041,"03",3,"25-29",91.09,3534
"16419",2041,"03",3,"30-34",70.08,2691
"16420",2041,"03",3,"35-39",37.9,1446
"16421",2041,"03",3,"40-44",4.46,166
"16422",2041,"03",3,"45-49",0,0
"16423",2041,"04",4,"15-19",69.04,3138
"16424",2041,"04",4,"20-24",104.76,4913
"16425",2041,"04",4,"25-29",97.1,4690
"16426",2041,"04",4,"30-34",61.12,2881
"16427",2041,"04",4,"35-39",32.04,1490
"16428",2041,"04",4,"40-44",7.44,343
"16429",2041,"04",4,"45-49",0.35,16
"16430",2041,"07",7,"15-19",72.96,21668
"16431",2041,"07",7,"20-24",128.61,36930
"16432",2041,"07",7,"25-29",115.24,32355
"16433",2041,"07",7,"30-34",83.07,22028
"16434",2041,"07",7,"35-39",47.47,11877
"16435",2041,"07",7,"40-44",16.3,3874
"16436",2041,"07",7,"45-49",2.08,480
"16437",2041,"08",8,"15-19",60.16,8748
"16438",2041,"08",8,"20-24",100.28,15007
"16439",2041,"08",8,"25-29",84.17,13011
"16440",2041,"08",8,"30-34",56.47,8867
"16441",2041,"08",8,"35-39",25.3,3955
"16442",2041,"08",8,"40-44",7.34,1110
"16443",2041,"08",8,"45-49",0.78,114
"16444",2041,"09",9,"15-19",44.33,9112
"16445",2041,"09",9,"20-24",74.39,16838
"16446",2041,"09",9,"25-29",61.47,15206
"16447",2041,"09",9,"30-34",51.43,13918
"16448",2041,"09",9,"35-39",33.74,9722
"16449",2041,"09",9,"40-44",8.42,2541
"16450",2041,"09",9,"45-49",0.42,134
"16451",2041,"05",5,"15-19",82.05,12005
"16452",2041,"05",5,"20-24",123.67,18122
"16453",2041,"05",5,"25-29",102.97,14483
"16454",2041,"05",5,"30-34",73.08,9860
"16455",2041,"05",5,"35-39",31.92,4248
"16456",2041,"05",5,"40-44",8.13,1057
"16457",2041,"05",5,"45-49",0.79,99
"16458",2041,"06",6,"15-19",58.82,1982
"16459",2041,"06",6,"20-24",104.86,3663
"16460",2041,"06",6,"25-29",89.25,3130
"16461",2041,"06",6,"30-34",69.53,2382
"16462",2041,"06",6,"35-39",33.22,1131
"16463",2041,"06",6,"40-44",10.06,341
"16464",2041,"06",6,"45-49",1.23,42
"16465",2041,"10",10,"15-19",52.43,3908
"16466",2041,"10",10,"20-24",99.28,7510
"16467",2041,"10",10,"25-29",86.44,6924
"16468",2041,"10",10,"30-34",64.12,5070
"16469",2041,"10",10,"35-39",37.03,2823
"16470",2041,"10",10,"40-44",11.88,871
"16471",2041,"10",10,"45-49",1.36,97
"16472",2041,"11",11,"15-19",55.6,13862
"16473",2041,"11",11,"20-24",91.44,23441
"16474",2041,"11",11,"25-29",89.38,22874
"16475",2041,"11",11,"30-34",68.55,17155
"16476",2041,"11",11,"35-39",34.74,8611
"16477",2041,"11",11,"40-44",10.43,2553
"16478",2041,"11",11,"45-49",1.16,282
"16479",2041,"12",12,"15-19",55.9,7648
"16480",2041,"12",12,"20-24",95.6,13131
"16481",2041,"12",12,"25-29",87.75,12207
"16482",2041,"12",12,"30-34",66.74,9173
"16483",2041,"12",12,"35-39",36.44,4931
"16484",2041,"12",12,"40-44",12.17,1609
"16485",2041,"12",12,"45-49",1.6,206
"16486",2041,"13",13,"15-19",58.41,7521
"16487",2041,"13",13,"20-24",105.41,13765
"16488",2041,"13",13,"25-29",92.1,12095
"16489",2041,"13",13,"30-34",62.53,8273
"16490",2041,"13",13,"35-39",28.41,3738
"16491",2041,"13",13,"40-44",8.43,1080
"16492",2041,"13",13,"45-49",1,127
"16493",2041,"14",14,"15-19",50.99,16613
"16494",2041,"14",14,"20-24",88.55,30195
"16495",2041,"14",14,"25-29",83.4,29218
"16496",2041,"14",14,"30-34",64.64,22598
"16497",2041,"14",14,"35-39",33.26,11524
"16498",2041,"14",14,"40-44",9.71,3292
"16499",2041,"14",14,"45-49",0.99,333
"16500",2041,"15",15,"15-19",52.8,33902
"16501",2041,"15",15,"20-24",99.33,66708
"16502",2041,"15",15,"25-29",79.78,54491
"16503",2041,"15",15,"30-34",52.75,36750
"16504",2041,"15",15,"35-39",27.43,19504
"16505",2041,"15",15,"40-44",7.8,5551
"16506",2041,"15",15,"45-49",0.69,494
"16507",2041,"16",16,"15-19",67.15,13309
"16508",2041,"16",16,"20-24",105.73,20804
"16509",2041,"16",16,"25-29",101.51,19901
"16510",2041,"16",16,"30-34",74.89,14077
"16511",2041,"16",16,"35-39",39.07,7070
"16512",2041,"16",16,"40-44",12.86,2264
"16513",2041,"16",16,"45-49",1.66,291
"16514",2041,"17",17,"15-19",62.29,5035
"16515",2041,"17",17,"20-24",108.21,8958
"16516",2041,"17",17,"25-29",88,7178
"16517",2041,"17",17,"30-34",61.89,4985
"16518",2041,"17",17,"35-39",35.08,2859
"16519",2041,"17",17,"40-44",7.4,608
"16520",2041,"17",17,"45-49",0.23,19
"16521",2041,"18",18,"15-19",65.24,3656
"16522",2041,"18",18,"20-24",113.88,6558
"16523",2041,"18",18,"25-29",84.84,5052
"16524",2041,"18",18,"30-34",56.3,3239
"16525",2041,"18",18,"35-39",27.47,1520
"16526",2041,"18",18,"40-44",10.8,580
"16527",2041,"18",18,"45-49",1.6,85
"16528",2041,"19",19,"15-19",55.25,12707
"16529",2041,"19",19,"20-24",93.3,22209
"16530",2041,"19",19,"25-29",90.39,22203
"16531",2041,"19",19,"30-34",73.44,18060
"16532",2041,"19",19,"35-39",37.78,9284
"16533",2041,"19",19,"40-44",8.17,1967
"16534",2041,"19",19,"45-49",0.37,87
"16535",2041,"20",20,"15-19",59.69,9645
"16536",2041,"20",20,"20-24",104.05,16738
"16537",2041,"20",20,"25-29",97.21,15801
"16538",2041,"20",20,"30-34",64.41,10560
"16539",2041,"20",20,"35-39",30.28,4882
"16540",2041,"20",20,"40-44",8.4,1307
"16541",2041,"20",20,"45-49",0.8,123
"16542",2041,"21",21,"15-19",63.96,17386
"16543",2041,"21",21,"20-24",102.39,28348
"16544",2041,"21",21,"25-29",88.96,24865
"16545",2041,"21",21,"30-34",62.88,17482
"16546",2041,"21",21,"35-39",28.61,7889
"16547",2041,"21",21,"40-44",8.23,2208
"16548",2041,"21",21,"45-49",0.95,250
"16549",2041,"22",22,"15-19",51.11,5110
"16550",2041,"22",22,"20-24",93.95,9731
"16551",2041,"22",22,"25-29",89.81,9439
"16552",2041,"22",22,"30-34",67.14,7067
"16553",2041,"22",22,"35-39",33.91,3611
"16554",2041,"22",22,"40-44",9.65,1030
"16555",2041,"22",22,"45-49",0.94,101
"16556",2041,"23",23,"15-19",54.15,4362
"16557",2041,"23",23,"20-24",98.24,8516
"16558",2041,"23",23,"25-29",83.18,7510
"16559",2041,"23",23,"30-34",57.25,5117
"16560",2041,"23",23,"35-39",29.02,2567
"16561",2041,"23",23,"40-44",6.97,602
"16562",2041,"23",23,"45-49",0.42,36
"16563",2041,"33",0,"15-19",58.78,292533
"16564",2041,"33",0,"20-24",100.45,512551
"16565",2041,"33",0,"25-29",88.94,460932
"16566",2041,"33",0,"30-34",64.08,331878
"16567",2041,"33",0,"35-39",32.5,167997
"16568",2041,"33",0,"40-44",8.97,45707
"16569",2041,"33",0,"45-49",0.87,4420
"16570",2041,"24",24,"15-19",58.74,6512
"16571",2041,"24",24,"20-24",109.68,12275
"16572",2041,"24",24,"25-29",82.87,9100
"16573",2041,"24",24,"30-34",56.75,6351
"16574",2041,"24",24,"35-39",33.61,3829
"16575",2041,"24",24,"40-44",5.76,647
"16576",2041,"24",24,"45-49",0.1,11
"16577",2041,"25",25,"15-19",58.5,6871
"16578",2041,"25",25,"20-24",90.56,10789
"16579",2041,"25",25,"25-29",88.66,10692
"16580",2041,"25",25,"30-34",71.63,8715
"16581",2041,"25",25,"35-39",34.7,4279
"16582",2041,"25",25,"40-44",7.93,972
"16583",2041,"25",25,"45-49",0.45,54
"16584",2041,"26",26,"15-19",52.91,6497
"16585",2041,"26",26,"20-24",92.04,11520
"16586",2041,"26",26,"25-29",93.67,12274
"16587",2041,"26",26,"30-34",70.02,9321
"16588",2041,"26",26,"35-39",35.2,4701
"16589",2041,"26",26,"40-44",9.83,1290
"16590",2041,"26",26,"45-49",1.02,131
"16591",2041,"27",27,"15-19",66.73,7094
"16592",2041,"27",27,"20-24",110.69,11900
"16593",2041,"27",27,"25-29",98.89,10781
"16594",2041,"27",27,"30-34",67.52,7206
"16595",2041,"27",27,"35-39",32.14,3364
"16596",2041,"27",27,"40-44",10.66,1103
"16597",2041,"27",27,"45-49",1.54,161
"16598",2041,"28",28,"15-19",61.23,8730
"16599",2041,"28",28,"20-24",116.98,16801
"16600",2041,"28",28,"25-29",101.06,14649
"16601",2041,"28",28,"30-34",75.69,10883
"16602",2041,"28",28,"35-39",36.25,5088
"16603",2041,"28",28,"40-44",4.61,621
"16604",2041,"28",28,"45-49",0.04,5
"16605",2041,"29",29,"15-19",58.66,3335
"16606",2041,"29",29,"20-24",102.73,5985
"16607",2041,"29",29,"25-29",91.21,5319
"16608",2041,"29",29,"30-34",59.75,3506
"16609",2041,"29",29,"35-39",30.99,1828
"16610",2041,"29",29,"40-44",8.43,489
"16611",2041,"29",29,"45-49",0.66,38
